Staff_ID,Department,Role,Shift,Experience_Years,Monthly_Salary
600574,Emergency,Technician,Night,14,142282.29
600575,Surgery,Assistant,Night,29,140284.84
600576,Administration,Pharmacist,Night,28,90354.55
600577,Pharmacy,Assistant,Night,16,146817.2
600578,Emergency,Nurse,Evening,22,58818.66
600579,Pharmacy,Assistant,Morning,24,108703.71
600580,Administration,Coordinator,Night,4,177931.56
600581,Pharmacy,Coordinator,Night,27,147854.5
600582,Diagnostics,Manager,Evening,14,146799.95
600583,Nursing,Manager,Evening,17,160331.39
600584,Pharmacy,Manager,Night,29,153637.97
600585,Surgery,Nurse,Morning,21,163048.69
600586,Pharmacy,Coordinator,Evening,11,159752.19
600587,Emergency,Pharmacist,Evening,3,81234.98
600588,Nursing,Manager,Evening,10,178374.51
600589,Nursing,Coordinator,Evening,17,124695.56
600590,Diagnostics,Manager,Evening,25,156808.02
600591,Administration,Technician,Morning,15,50224.8
600592,Administration,Coordinator,Morning,6,129436.78
600593,Emergency,Assistant,Night,20,155733.95
600594,Nursing,Assistant,Evening,14,82065.26
600595,Pharmacy,Nurse,Night,18,72367.18
600596,Emergency,Technician,Night,30,114344.32
600597,Administration,Assistant,Morning,7,179160.81
600598,Nursing,Assistant,Morning,28,65381.64
600599,Surgery,Coordinator,Night,6,30405.53
600600,Nursing,Pharmacist,Evening,4,73777.6
600601,Emergency,Pharmacist,Morning,24,94006.82
600602,Surgery,Pharmacist,Evening,26,131459.64
600603,Emergency,Coordinator,Morning,1,84654.18
600604,Pharmacy,Pharmacist,Evening,23,133267.93
600605,Pharmacy,Nurse,Night,0,27663.29
600606,Administration,Technician,Evening,29,92366.73
600607,Administration,Pharmacist,Morning,24,130411.73
600608,Pharmacy,Assistant,Evening,29,39791.48
600609,Nursing,Manager,Night,25,77841.77
600610,Emergency,Nurse,Morning,14,177201.19
600611,Pharmacy,Nurse,Morning,4,99502.03
600612,Nursing,Pharmacist,Night,1,68855.6
600613,Emergency,Pharmacist,Night,5,177524.72
600614,Administration,Technician,Night,9,42385.22
600615,Nursing,Manager,Night,28,67949.08
600616,Pharmacy,Coordinator,Morning,18,67302.91
600617,Emergency,Nurse,Morning,23,110221.96
600618,Pharmacy,Technician,Night,27,27802.95
600619,Pharmacy,Nurse,Night,3,53296.23
600620,Emergency,Manager,Evening,25,98283.43
600621,Diagnostics,Coordinator,Evening,3,59431.91
600622,Pharmacy,Coordinator,Morning,26,93868.11
600623,Administration,Pharmacist,Evening,15,80419.07
600624,Diagnostics,Coordinator,Night,21,105732.32
600625,Pharmacy,Manager,Evening,3,102115.81
600626,Diagnostics,Manager,Morning,8,160972.88
600627,Emergency,Pharmacist,Night,18,138251.33
600628,Diagnostics,Coordinator,Night,18,142138.78
600629,Pharmacy,Pharmacist,Morning,15,100841.12
600630,Surgery,Coordinator,Morning,26,173650.47
600631,Surgery,Coordinator,Night,22,85103.74
600632,Administration,Coordinator,Night,12,147776.62
600633,Pharmacy,Manager,Evening,22,143202.44
600634,Surgery,Manager,Night,27,144960.55
600635,Pharmacy,Manager,Night,0,78493.71
600636,Administration,Pharmacist,Night,13,148145.37
600637,Surgery,Assistant,Morning,0,64097.56
600638,Surgery,Nurse,Morning,24,146447.26
600639,Surgery,Technician,Morning,1,104485.44
600640,Diagnostics,Manager,Evening,23,43959.7
600641,Emergency,Pharmacist,Evening,28,82726.67
600642,Pharmacy,Nurse,Morning,18,94729.39
600643,Surgery,Coordinator,Morning,5,81864.32
600644,Surgery,Technician,Morning,9,162717.8
600645,Emergency,Nurse,Night,26,40822.6
600646,Emergency,Assistant,Evening,13,168626.28
600647,Diagnostics,Nurse,Night,28,77086.76
600648,Pharmacy,Coordinator,Morning,27,171505.52
600649,Emergency,Assistant,Evening,8,45759.99
600650,Emergency,Coordinator,Evening,7,147485.45
600651,Administration,Nurse,Evening,17,111133.11
600652,Pharmacy,Technician,Morning,13,47541.62
600653,Nursing,Manager,Morning,9,121144.36
600654,Administration,Technician,Morning,3,134790.37
600655,Nursing,Assistant,Evening,6,97957.73
600656,Pharmacy,Nurse,Morning,20,163515.59
600657,Nursing,Assistant,Evening,8,156593.33
600658,Emergency,Pharmacist,Night,12,129561.39
600659,Pharmacy,Coordinator,Evening,16,102996.23
600660,Pharmacy,Coordinator,Evening,22,153522.89
600661,Pharmacy,Nurse,Morning,16,46663.27
600662,Emergency,Assistant,Evening,26,106555.95
600663,Pharmacy,Pharmacist,Night,22,170573.45
600664,Administration,Manager,Night,7,105933.17
600665,Surgery,Technician,Evening,14,107298.03
600666,Administration,Manager,Morning,6,63829.03
600667,Pharmacy,Assistant,Evening,30,105241.81
600668,Pharmacy,Nurse,Evening,12,149755.47
600669,Nursing,Nurse,Night,6,177442.38
600670,Administration,Technician,Night,19,141419.38
600671,Emergency,Coordinator,Night,24,88289.14
600672,Administration,Nurse,Night,1,130793.5
600673,Emergency,Coordinator,Morning,4,173503.88
600674,Diagnostics,Technician,Evening,22,119997.02
600675,Nursing,Pharmacist,Evening,30,85508.85
600676,Pharmacy,Manager,Evening,7,147131.78
600677,Surgery,Assistant,Morning,4,87820.72
600678,Diagnostics,Manager,Evening,21,154316.31
600679,Nursing,Technician,Morning,11,143629.59
600680,Surgery,Assistant,Evening,25,120044.9
600681,Nursing,Technician,Night,3,132479.25
600682,Emergency,Manager,Evening,12,103879.33
600683,Diagnostics,Assistant,Night,14,138310.7
600684,Nursing,Manager,Morning,13,171815.55
600685,Diagnostics,Technician,Evening,0,76538.56
600686,Diagnostics,Technician,Night,27,77171.82
600687,Nursing,Manager,Morning,30,75356.08
600688,Emergency,Coordinator,Morning,23,84153.5
600689,Emergency,Manager,Night,29,128077.86
600690,Surgery,Technician,Morning,25,171398.98
600691,Administration,Manager,Morning,16,37834.98
600692,Emergency,Assistant,Morning,25,167387.36
600693,Administration,Coordinator,Night,1,75261.37
600694,Pharmacy,Nurse,Evening,16,28898.91
600695,Nursing,Technician,Evening,28,99385.3
600696,Nursing,Nurse,Evening,25,97540.78
600697,Administration,Coordinator,Night,13,146935.15
600698,Surgery,Nurse,Evening,6,55034.78
600699,Emergency,Technician,Night,13,176749.23
600700,Surgery,Nurse,Morning,13,69149.56
600701,Emergency,Assistant,Morning,17,175232.49
600702,Diagnostics,Nurse,Evening,22,97046.03
600703,Pharmacy,Technician,Morning,16,125221.09
600704,Nursing,Coordinator,Night,5,42583.43
600705,Surgery,Assistant,Morning,5,46813.7
600706,Administration,Nurse,Night,3,73450.25
600707,Administration,Pharmacist,Evening,7,122303.57
600708,Nursing,Pharmacist,Morning,20,130493.49
600709,Emergency,Assistant,Morning,20,63028.13
600710,Administration,Technician,Night,8,131764.35
600711,Pharmacy,Assistant,Morning,20,55154.97
600712,Pharmacy,Pharmacist,Night,19,155767.7
600713,Surgery,Manager,Evening,26,86200.18
600714,Pharmacy,Assistant,Evening,26,154585.39
600715,Emergency,Manager,Morning,20,106017.31
600716,Surgery,Pharmacist,Morning,18,81715.06
600717,Nursing,Nurse,Night,15,123690.3
600718,Diagnostics,Manager,Morning,19,141715.39
600719,Pharmacy,Technician,Evening,9,63910.7
600720,Emergency,Pharmacist,Evening,22,67370.62
600721,Surgery,Assistant,Evening,27,40036.75
600722,Administration,Nurse,Morning,24,75389.58
600723,Emergency,Nurse,Night,28,179402.28
600724,Nursing,Assistant,Evening,2,135159.15
600725,Emergency,Assistant,Evening,14,156613.23
600726,Pharmacy,Manager,Night,26,98525.96
600727,Diagnostics,Assistant,Evening,28,118464.38
600728,Nursing,Technician,Night,23,68186.2
600729,Administration,Pharmacist,Morning,15,166535.77
600730,Nursing,Manager,Evening,14,37265.51
600731,Surgery,Technician,Evening,4,138270.06
600732,Emergency,Technician,Morning,9,41821.37
600733,Emergency,Pharmacist,Morning,0,59874.22
600734,Emergency,Manager,Morning,23,42774.59
600735,Nursing,Coordinator,Evening,21,121276.58
600736,Diagnostics,Assistant,Evening,18,57378.19
600737,Pharmacy,Assistant,Night,12,97341.19
600738,Surgery,Assistant,Night,25,145766.58
600739,Emergency,Technician,Morning,7,125017.12
600740,Surgery,Manager,Morning,18,27929.31
600741,Pharmacy,Assistant,Night,23,171059.2
600742,Emergency,Nurse,Evening,27,111325.31
600743,Surgery,Assistant,Morning,8,83127.62
600744,Surgery,Coordinator,Morning,16,71817.72
600745,Surgery,Nurse,Evening,0,154667.69
600746,Nursing,Coordinator,Night,25,90354.62
600747,Surgery,Manager,Night,19,97165.9
600748,Emergency,Coordinator,Evening,6,150164.4
600749,Administration,Technician,Morning,26,68390.41
600750,Emergency,Nurse,Night,17,124352.41
600751,Nursing,Assistant,Night,9,39020.7
600752,Emergency,Pharmacist,Evening,8,129958.17
600753,Nursing,Manager,Morning,16,179844.28
600754,Nursing,Assistant,Evening,15,138593.22
600755,Diagnostics,Coordinator,Night,27,112137.05
600756,Pharmacy,Assistant,Night,22,75341.02
600757,Administration,Nurse,Evening,16,122292.57
600758,Surgery,Technician,Evening,19,129104.02
600759,Administration,Technician,Evening,23,163043
600760,Administration,Manager,Morning,29,165850.29
600761,Nursing,Pharmacist,Morning,16,89290.07
600762,Surgery,Nurse,Morning,11,176555.18
600763,Administration,Pharmacist,Evening,19,132060.24
600764,Nursing,Assistant,Morning,23,53381.79
600765,Emergency,Manager,Evening,18,93800.72
600766,Surgery,Technician,Evening,27,126211.17
600767,Nursing,Manager,Night,17,56910.66
600768,Emergency,Manager,Morning,9,130394.93
600769,Pharmacy,Nurse,Evening,7,45138.29
600770,Diagnostics,Assistant,Night,24,72589.48
600771,Pharmacy,Pharmacist,Morning,30,131420.34
600772,Surgery,Assistant,Morning,30,40186.73
600773,Diagnostics,Pharmacist,Night,28,169853.23
600774,Surgery,Nurse,Night,6,170473.57
600775,Emergency,Technician,Night,24,114707.74
600776,Surgery,Manager,Night,0,75489.19
600777,Pharmacy,Technician,Evening,25,54240.15
600778,Emergency,Assistant,Morning,8,94225.43
600779,Pharmacy,Pharmacist,Morning,13,73853.19
600780,Diagnostics,Assistant,Evening,24,107645.44
600781,Nursing,Pharmacist,Night,26,129069.98
600782,Diagnostics,Assistant,Evening,2,128791.75
600783,Nursing,Coordinator,Morning,23,62671.45
600784,Administration,Manager,Night,15,66623.5
600785,Nursing,Assistant,Night,28,136017.63
600786,Pharmacy,Technician,Night,29,130434.13
600787,Emergency,Coordinator,Evening,4,108668.13
600788,Diagnostics,Nurse,Morning,12,74329.63
600789,Surgery,Nurse,Evening,7,51731.48
600790,Surgery,Manager,Night,22,170130.88
600791,Nursing,Assistant,Morning,18,35769.52
600792,Diagnostics,Assistant,Evening,29,38731.66
600793,Pharmacy,Technician,Evening,9,131602.46
600794,Diagnostics,Pharmacist,Evening,24,63306.08
600795,Administration,Pharmacist,Night,8,179542.22
600796,Administration,Pharmacist,Evening,2,100895.81
600797,Emergency,Nurse,Night,13,101001.45
600798,Administration,Technician,Evening,25,87743.37
600799,Surgery,Pharmacist,Night,25,105973.43
600800,Emergency,Pharmacist,Evening,17,106007.55
600801,Administration,Technician,Evening,3,112520.95
600802,Administration,Manager,Morning,23,51756.55
600803,Nursing,Manager,Morning,11,121162.48
600804,Administration,Pharmacist,Evening,10,43404.22
600805,Administration,Manager,Evening,21,171064.1
600806,Emergency,Technician,Morning,24,118478.11
600807,Emergency,Nurse,Night,7,82662.69
600808,Administration,Technician,Morning,22,176427.14
600809,Pharmacy,Assistant,Morning,0,126283.95
600810,Nursing,Technician,Evening,2,34822.47
600811,Surgery,Pharmacist,Night,19,67806.28
600812,Diagnostics,Assistant,Morning,29,146516.32
600813,Nursing,Nurse,Morning,18,127081.59
600814,Nursing,Manager,Night,19,42155.04
600815,Emergency,Pharmacist,Night,24,153027.2
600816,Emergency,Pharmacist,Night,25,71794.9
600817,Pharmacy,Pharmacist,Night,24,128710.05
600818,Diagnostics,Pharmacist,Evening,25,50237.26
600819,Diagnostics,Pharmacist,Night,9,89673.89
600820,Pharmacy,Technician,Night,28,160699.31
600821,Administration,Assistant,Morning,13,159581.55
600822,Diagnostics,Nurse,Evening,11,42545.73
600823,Emergency,Technician,Morning,20,102448.02
600824,Administration,Technician,Evening,15,31523.87
600825,Diagnostics,Technician,Evening,18,77181.85
600826,Pharmacy,Technician,Morning,2,66027.26
600827,Emergency,Pharmacist,Night,26,32664.11
600828,Emergency,Technician,Night,6,171616.1
600829,Surgery,Manager,Night,2,30848.32
600830,Pharmacy,Technician,Night,24,146009.04
600831,Nursing,Technician,Morning,24,68748.47
600832,Surgery,Manager,Morning,16,144181.2
600833,Diagnostics,Pharmacist,Evening,19,133208.75
600834,Diagnostics,Nurse,Morning,27,101403.27
600835,Administration,Manager,Night,19,137428.23
600836,Nursing,Nurse,Night,15,125299.57
600837,Emergency,Pharmacist,Evening,8,147308.84
600838,Emergency,Manager,Evening,18,53465.51
600839,Diagnostics,Coordinator,Evening,17,61559.56
600840,Administration,Assistant,Morning,11,75583.96
600841,Surgery,Technician,Evening,21,146640.96
600842,Nursing,Manager,Morning,7,71121.01
600843,Diagnostics,Assistant,Night,21,149749.35
600844,Pharmacy,Manager,Morning,30,68820.39
600845,Nursing,Manager,Morning,27,42271.51
600846,Surgery,Assistant,Night,13,160269.56
600847,Diagnostics,Manager,Evening,24,109616.07
600848,Nursing,Technician,Evening,13,94120.52
600849,Emergency,Manager,Morning,6,174703.93
600850,Emergency,Technician,Morning,24,26849.19
600851,Surgery,Manager,Night,21,50844.6
600852,Emergency,Manager,Morning,27,115591.75
600853,Administration,Nurse,Evening,24,81688
600854,Administration,Coordinator,Night,6,63332.97
600855,Pharmacy,Nurse,Evening,2,48643.6
600856,Pharmacy,Manager,Morning,4,49523.6
600857,Pharmacy,Manager,Night,28,70953.41
600858,Nursing,Nurse,Evening,8,68583.86
600859,Nursing,Coordinator,Evening,14,106734.34
600860,Surgery,Assistant,Evening,5,179974.23
600861,Pharmacy,Coordinator,Morning,19,61876.75
600862,Nursing,Manager,Morning,17,40661.01
600863,Emergency,Nurse,Evening,11,37178.6
600864,Diagnostics,Coordinator,Morning,30,36236.99
600865,Diagnostics,Technician,Evening,4,58294.72
600866,Diagnostics,Coordinator,Evening,7,146639.98
600867,Diagnostics,Manager,Evening,24,107294.11
600868,Administration,Assistant,Morning,1,136640.04
600869,Pharmacy,Assistant,Night,6,93379.76
600870,Administration,Pharmacist,Evening,13,139705.38
600871,Surgery,Manager,Night,0,176066.95
600872,Pharmacy,Pharmacist,Night,27,35467.75
600873,Nursing,Assistant,Evening,20,51687.66
600874,Surgery,Nurse,Evening,18,50413.18
600875,Pharmacy,Assistant,Morning,25,179329.59
600876,Surgery,Assistant,Morning,18,31436.79
600877,Emergency,Coordinator,Night,4,57563.48
600878,Emergency,Pharmacist,Night,25,146754.47
600879,Pharmacy,Pharmacist,Morning,11,174000.41
600880,Pharmacy,Nurse,Morning,2,70816.1
600881,Surgery,Assistant,Evening,19,176005.62
600882,Diagnostics,Manager,Evening,14,108427.04
600883,Emergency,Manager,Evening,22,74105.8
600884,Diagnostics,Manager,Evening,19,135386.38
600885,Surgery,Pharmacist,Morning,10,30118.59
600886,Administration,Assistant,Evening,18,130078.84
600887,Pharmacy,Technician,Night,5,79549.26
600888,Pharmacy,Manager,Evening,3,147866.36
600889,Nursing,Pharmacist,Night,8,165964.94
600890,Surgery,Technician,Night,19,125660.55
600891,Surgery,Technician,Night,5,25006.78
600892,Nursing,Manager,Night,27,143883.89
600893,Diagnostics,Assistant,Morning,22,167702.02
600894,Surgery,Assistant,Night,19,116794.28
600895,Surgery,Manager,Morning,23,43363.15
600896,Pharmacy,Assistant,Morning,27,151535.69
600897,Administration,Coordinator,Evening,1,58932.45
600898,Administration,Pharmacist,Morning,22,172758.68
600899,Diagnostics,Coordinator,Night,17,48310.27
600900,Surgery,Assistant,Night,22,145294.39
600901,Surgery,Technician,Night,10,80394.61
600902,Pharmacy,Manager,Evening,15,156033.28
600903,Pharmacy,Nurse,Evening,3,109919.57
600904,Administration,Coordinator,Evening,11,80402.41
600905,Surgery,Assistant,Night,2,97191.7
600906,Surgery,Nurse,Morning,29,51288.24
600907,Nursing,Coordinator,Evening,15,57453.88
600908,Pharmacy,Coordinator,Night,8,149366.12
600909,Surgery,Coordinator,Morning,10,31635.12
600910,Emergency,Assistant,Morning,21,87658.03
600911,Emergency,Manager,Night,12,115681.26
600912,Administration,Manager,Morning,9,100569.02
600913,Emergency,Technician,Evening,25,31130.54
600914,Pharmacy,Assistant,Evening,16,79400.17
600915,Administration,Coordinator,Evening,26,55058.81
600916,Emergency,Pharmacist,Night,6,105123.22
600917,Diagnostics,Nurse,Night,15,150318.56
600918,Surgery,Coordinator,Morning,13,73196.96
600919,Administration,Technician,Night,12,78575.33
600920,Diagnostics,Nurse,Morning,9,74549.11
600921,Diagnostics,Manager,Evening,17,85516.77
600922,Surgery,Technician,Night,16,97131.45
600923,Administration,Assistant,Morning,4,121231.22
600924,Pharmacy,Technician,Night,18,54600.56
600925,Surgery,Assistant,Evening,10,113290.85
600926,Pharmacy,Coordinator,Morning,13,179942.03
600927,Nursing,Pharmacist,Morning,30,39299.58
600928,Surgery,Assistant,Night,19,50257.67
600929,Emergency,Nurse,Night,3,144898.44
600930,Nursing,Pharmacist,Night,2,119702.19
600931,Emergency,Coordinator,Morning,29,86612.13
600932,Emergency,Manager,Night,30,40929.99
600933,Surgery,Pharmacist,Morning,29,48257.04
600934,Nursing,Pharmacist,Morning,9,174813.57
600935,Pharmacy,Technician,Evening,12,49974.15
600936,Administration,Nurse,Night,16,125143.98
600937,Administration,Nurse,Evening,28,151859.37
600938,Nursing,Technician,Evening,1,179963.38
600939,Pharmacy,Pharmacist,Morning,18,113831.99
600940,Administration,Technician,Morning,18,111667.16
600941,Emergency,Nurse,Morning,1,141585.15
600942,Administration,Technician,Night,7,89609.82
600943,Administration,Technician,Morning,30,78691.28
600944,Diagnostics,Nurse,Morning,25,174142.04
600945,Surgery,Nurse,Night,5,173676.12
600946,Surgery,Manager,Night,11,123588.66
600947,Surgery,Pharmacist,Morning,19,106202.44
600948,Emergency,Pharmacist,Night,12,132292.58
