Doctor_ID,Doctor_Name,Specialty,Department,Experience_Years
110625,Dr_624,Neurology,Surgery,25
110626,Dr_625,ENT,Medicine,27
110627,Dr_626,Oncology,Surgery,25
110628,Dr_627,Cardiology,Medicine,15
110629,Dr_628,ENT,Outpatient,9
110630,Dr_629,Pediatrics,Outpatient,17
110631,Dr_630,Orthopedics,Diagnostics,7
110632,Dr_631,Dermatology,Emergency,2
110633,Dr_632,Cardiology,Surgery,25
110634,Dr_633,Oncology,Surgery,23
110635,Dr_634,ENT,Emergency,23
110636,Dr_635,Orthopedics,Medicine,23
110637,Dr_636,Orthopedics,Emergency,6
110638,Dr_637,Orthopedics,Surgery,11
110639,Dr_638,Pediatrics,Diagnostics,20
110640,Dr_639,Cardiology,Diagnostics,12
110641,Dr_640,Cardiology,Medicine,5
110642,Dr_641,Orthopedics,Medicine,4
110643,Dr_642,Neurology,Surgery,25
110644,Dr_643,Neurology,Medicine,23
110645,Dr_644,General Medicine,Medicine,33
110646,Dr_645,Orthopedics,Outpatient,32
110647,Dr_646,General Medicine,Outpatient,29
110648,Dr_647,Dermatology,Surgery,13
110649,Dr_648,Pediatrics,Surgery,7
110650,Dr_649,Cardiology,Emergency,7
110651,Dr_650,Oncology,Diagnostics,8
110652,Dr_651,Oncology,Surgery,6
110653,Dr_652,Pediatrics,Medicine,32
110654,Dr_653,Pediatrics,Diagnostics,14
110655,Dr_654,General Medicine,Outpatient,9
110656,Dr_655,Orthopedics,Diagnostics,29
110657,Dr_656,Orthopedics,Surgery,5
110658,Dr_657,General Medicine,Emergency,19
110659,Dr_658,General Medicine,Diagnostics,5
110660,Dr_659,General Medicine,Emergency,29
110661,Dr_660,Orthopedics,Emergency,31
110662,Dr_661,Orthopedics,Outpatient,24
110663,Dr_662,ENT,Diagnostics,3
110664,Dr_663,Pediatrics,Medicine,17
110665,Dr_664,Cardiology,Emergency,33
110666,Dr_665,Orthopedics,Surgery,17
110667,Dr_666,Orthopedics,Surgery,21
110668,Dr_667,Orthopedics,Emergency,11
110669,Dr_668,ENT,Diagnostics,31
110670,Dr_669,ENT,Diagnostics,5
110671,Dr_670,General Medicine,Surgery,14
110672,Dr_671,Oncology,Outpatient,2
110673,Dr_672,Oncology,Medicine,1
110674,Dr_673,ENT,Medicine,12
110675,Dr_674,Pediatrics,Emergency,30
110676,Dr_675,Oncology,Emergency,35
110677,Dr_676,Oncology,Emergency,14
110678,Dr_677,Cardiology,Emergency,1
110679,Dr_678,Pediatrics,Medicine,4
110680,Dr_679,Cardiology,Surgery,1
110681,Dr_680,Oncology,Outpatient,5
110682,Dr_681,Orthopedics,Medicine,5
110683,Dr_682,ENT,Medicine,23
110684,Dr_683,General Medicine,Medicine,11
110685,Dr_684,Oncology,Outpatient,34
110686,Dr_685,Oncology,Emergency,2
110687,Dr_686,Dermatology,Outpatient,3
110688,Dr_687,Orthopedics,Outpatient,12
110689,Dr_688,Oncology,Diagnostics,7
110690,Dr_689,Neurology,Outpatient,1
110691,Dr_690,Pediatrics,Surgery,27
110692,Dr_691,Cardiology,Emergency,10
110693,Dr_692,Pediatrics,Surgery,33
110694,Dr_693,Cardiology,Emergency,12
110695,Dr_694,ENT,Outpatient,29
110696,Dr_695,Cardiology,Medicine,29
110697,Dr_696,Dermatology,Surgery,20
110698,Dr_697,Neurology,Emergency,24
110699,Dr_698,Orthopedics,Medicine,14
110700,Dr_699,ENT,Outpatient,14
110701,Dr_700,Oncology,Emergency,31
110702,Dr_701,Cardiology,Diagnostics,1
110703,Dr_702,ENT,Diagnostics,14
110704,Dr_703,Cardiology,Surgery,18
110705,Dr_704,Oncology,Emergency,29
110706,Dr_705,General Medicine,Diagnostics,28
110707,Dr_706,Neurology,Emergency,28
110708,Dr_707,Pediatrics,Emergency,35
110709,Dr_708,Pediatrics,Surgery,27
110710,Dr_709,Dermatology,Diagnostics,6
110711,Dr_710,Pediatrics,Medicine,27
110712,Dr_711,Pediatrics,Emergency,6
110713,Dr_712,Orthopedics,Diagnostics,16
110714,Dr_713,Pediatrics,Medicine,29
110715,Dr_714,ENT,Medicine,10
110716,Dr_715,Orthopedics,Diagnostics,32
110717,Dr_716,Cardiology,Outpatient,17
110718,Dr_717,ENT,Emergency,3
110719,Dr_718,General Medicine,Diagnostics,32
110720,Dr_719,ENT,Outpatient,34
110721,Dr_720,ENT,Outpatient,4
110722,Dr_721,Pediatrics,Surgery,6
110723,Dr_722,Neurology,Medicine,4
110724,Dr_723,Cardiology,Diagnostics,29
110725,Dr_724,General Medicine,Diagnostics,32
110726,Dr_725,Pediatrics,Surgery,35
110727,Dr_726,Cardiology,Emergency,22
110728,Dr_727,Oncology,Diagnostics,9
110729,Dr_728,Orthopedics,Diagnostics,35
110730,Dr_729,Cardiology,Outpatient,10
110731,Dr_730,Dermatology,Emergency,5
110732,Dr_731,Dermatology,Medicine,12
110733,Dr_732,Pediatrics,Surgery,2
110734,Dr_733,Oncology,Medicine,3
110735,Dr_734,General Medicine,Surgery,25
110736,Dr_735,Oncology,Medicine,22
110737,Dr_736,ENT,Outpatient,2
110738,Dr_737,Oncology,Outpatient,29
110739,Dr_738,General Medicine,Outpatient,9
110740,Dr_739,Pediatrics,Surgery,28
110741,Dr_740,Orthopedics,Outpatient,22
110742,Dr_741,ENT,Surgery,35
110743,Dr_742,Dermatology,Medicine,5
110744,Dr_743,Pediatrics,Emergency,9
110745,Dr_744,Oncology,Medicine,23
110746,Dr_745,ENT,Outpatient,35
110747,Dr_746,Dermatology,Diagnostics,6
110748,Dr_747,General Medicine,Medicine,17
110749,Dr_748,Pediatrics,Outpatient,27
110750,Dr_749,Dermatology,Diagnostics,19
110751,Dr_750,Pediatrics,Medicine,13
110752,Dr_751,ENT,Outpatient,20
110753,Dr_752,ENT,Surgery,17
110754,Dr_753,Orthopedics,Diagnostics,6
110755,Dr_754,General Medicine,Surgery,6
110756,Dr_755,ENT,Surgery,1
110757,Dr_756,General Medicine,Medicine,10
110758,Dr_757,ENT,Medicine,29
110759,Dr_758,Pediatrics,Emergency,1
110760,Dr_759,Dermatology,Outpatient,33
110761,Dr_760,Neurology,Surgery,28
110762,Dr_761,Oncology,Diagnostics,19
110763,Dr_762,Dermatology,Medicine,6
110764,Dr_763,General Medicine,Outpatient,21
110765,Dr_764,General Medicine,Diagnostics,1
110766,Dr_765,ENT,Surgery,16
110767,Dr_766,Orthopedics,Medicine,23
110768,Dr_767,Pediatrics,Outpatient,7
110769,Dr_768,General Medicine,Outpatient,14
110770,Dr_769,Dermatology,Emergency,22
110771,Dr_770,ENT,Medicine,6
110772,Dr_771,Neurology,Emergency,19
110773,Dr_772,Pediatrics,Surgery,33
110774,Dr_773,Cardiology,Surgery,14
110775,Dr_774,Oncology,Medicine,33
110776,Dr_775,General Medicine,Diagnostics,14
110777,Dr_776,Cardiology,Outpatient,5
110778,Dr_777,Neurology,Outpatient,19
110779,Dr_778,Neurology,Outpatient,5
110780,Dr_779,Orthopedics,Medicine,27
110781,Dr_780,Cardiology,Surgery,22
110782,Dr_781,Cardiology,Surgery,16
110783,Dr_782,Cardiology,Diagnostics,27
110784,Dr_783,Dermatology,Diagnostics,12
110785,Dr_784,Oncology,Surgery,23
110786,Dr_785,Orthopedics,Diagnostics,16
110787,Dr_786,Orthopedics,Emergency,12
110788,Dr_787,Orthopedics,Surgery,6
110789,Dr_788,Orthopedics,Medicine,5
110790,Dr_789,Oncology,Emergency,35
110791,Dr_790,Orthopedics,Emergency,5
110792,Dr_791,Pediatrics,Diagnostics,21
110793,Dr_792,Cardiology,Outpatient,25
110794,Dr_793,Dermatology,Medicine,5
110795,Dr_794,Neurology,Surgery,27
110796,Dr_795,General Medicine,Diagnostics,10
110797,Dr_796,Orthopedics,Diagnostics,2
110798,Dr_797,Orthopedics,Outpatient,12
110799,Dr_798,Oncology,Outpatient,6
110800,Dr_799,ENT,Outpatient,1
110801,Dr_800,Oncology,Diagnostics,35
110802,Dr_801,Dermatology,Outpatient,23
110803,Dr_802,Orthopedics,Diagnostics,34
110804,Dr_803,ENT,Diagnostics,9
110805,Dr_804,Orthopedics,Outpatient,9
110806,Dr_805,Neurology,Medicine,3
110807,Dr_806,Pediatrics,Outpatient,29
110808,Dr_807,Dermatology,Surgery,1
110809,Dr_808,Orthopedics,Diagnostics,27
110810,Dr_809,General Medicine,Surgery,11
110811,Dr_810,Neurology,Medicine,9
110812,Dr_811,Neurology,Outpatient,31
110813,Dr_812,Pediatrics,Diagnostics,20
110814,Dr_813,ENT,Outpatient,12
110815,Dr_814,Dermatology,Surgery,30
110816,Dr_815,Pediatrics,Surgery,26
110817,Dr_816,Pediatrics,Outpatient,5
110818,Dr_817,Pediatrics,Surgery,20
110819,Dr_818,Dermatology,Surgery,16
110820,Dr_819,Neurology,Surgery,34
110821,Dr_820,Cardiology,Emergency,32
110822,Dr_821,ENT,Outpatient,17
110823,Dr_822,General Medicine,Outpatient,34
110824,Dr_823,Pediatrics,Surgery,1
110825,Dr_824,ENT,Outpatient,25
110826,Dr_825,General Medicine,Surgery,33
110827,Dr_826,Neurology,Emergency,5
110828,Dr_827,ENT,Surgery,24
110829,Dr_828,Dermatology,Medicine,12
110830,Dr_829,General Medicine,Outpatient,5
110831,Dr_830,Orthopedics,Medicine,12
110832,Dr_831,Orthopedics,Medicine,34
110833,Dr_832,Dermatology,Diagnostics,8
110834,Dr_833,Cardiology,Medicine,13
110835,Dr_834,ENT,Diagnostics,15
110836,Dr_835,ENT,Outpatient,13
110837,Dr_836,Neurology,Diagnostics,31
110838,Dr_837,Dermatology,Diagnostics,7
110839,Dr_838,Pediatrics,Emergency,12
110840,Dr_839,Orthopedics,Emergency,12
110841,Dr_840,ENT,Diagnostics,22
110842,Dr_841,ENT,Surgery,6
110843,Dr_842,Orthopedics,Medicine,11
110844,Dr_843,Oncology,Outpatient,5
110845,Dr_844,Pediatrics,Diagnostics,5
110846,Dr_845,Oncology,Emergency,5
110847,Dr_846,Oncology,Emergency,1
110848,Dr_847,General Medicine,Surgery,24
110849,Dr_848,Dermatology,Medicine,29
110850,Dr_849,Neurology,Surgery,24
110851,Dr_850,Oncology,Emergency,17
110852,Dr_851,Neurology,Emergency,29
110853,Dr_852,Neurology,Outpatient,32
110854,Dr_853,Orthopedics,Emergency,6
110855,Dr_854,Oncology,Medicine,27
110856,Dr_855,Oncology,Emergency,1
110857,Dr_856,ENT,Surgery,8
110858,Dr_857,ENT,Medicine,34
110859,Dr_858,Dermatology,Emergency,19
110860,Dr_859,General Medicine,Medicine,30
110861,Dr_860,Cardiology,Outpatient,5
110862,Dr_861,General Medicine,Emergency,17
110863,Dr_862,ENT,Surgery,15
110864,Dr_863,Oncology,Medicine,32
110865,Dr_864,Orthopedics,Medicine,26
110866,Dr_865,Neurology,Outpatient,32
110867,Dr_866,Neurology,Diagnostics,12
110868,Dr_867,Oncology,Emergency,31
110869,Dr_868,Cardiology,Outpatient,34
110870,Dr_869,Orthopedics,Surgery,20
110871,Dr_870,General Medicine,Surgery,3
110872,Dr_871,Neurology,Diagnostics,23
110873,Dr_872,General Medicine,Diagnostics,35
110874,Dr_873,General Medicine,Emergency,30
110875,Dr_874,Dermatology,Medicine,24
110876,Dr_875,Cardiology,Diagnostics,12
110877,Dr_876,Neurology,Surgery,29
110878,Dr_877,Cardiology,Surgery,9
110879,Dr_878,Oncology,Surgery,30
110880,Dr_879,Cardiology,Diagnostics,25
110881,Dr_880,Orthopedics,Medicine,27
110882,Dr_881,Cardiology,Medicine,23
110883,Dr_882,General Medicine,Emergency,21
110884,Dr_883,Cardiology,Diagnostics,33
110885,Dr_884,Cardiology,Surgery,29
110886,Dr_885,Neurology,Medicine,12
110887,Dr_886,General Medicine,Medicine,32
110888,Dr_887,Dermatology,Emergency,9
110889,Dr_888,Pediatrics,Diagnostics,12
110890,Dr_889,Dermatology,Diagnostics,24
110891,Dr_890,Dermatology,Emergency,17
110892,Dr_891,Pediatrics,Diagnostics,10
110893,Dr_892,Neurology,Emergency,28
110894,Dr_893,Orthopedics,Surgery,29
110895,Dr_894,ENT,Emergency,22
110896,Dr_895,General Medicine,Outpatient,26
110897,Dr_896,Dermatology,Emergency,17
110898,Dr_897,Oncology,Emergency,33
110899,Dr_898,ENT,Medicine,8
110900,Dr_899,Cardiology,Emergency,27
110901,Dr_900,Pediatrics,Surgery,28
110902,Dr_901,Dermatology,Outpatient,6
110903,Dr_902,Cardiology,Outpatient,16
110904,Dr_903,Dermatology,Surgery,28
110905,Dr_904,Oncology,Outpatient,18
110906,Dr_905,ENT,Emergency,34
110907,Dr_906,Dermatology,Surgery,5
110908,Dr_907,General Medicine,Surgery,30
110909,Dr_908,Neurology,Outpatient,2
110910,Dr_909,Oncology,Medicine,12
110911,Dr_910,Orthopedics,Surgery,10
110912,Dr_911,Dermatology,Outpatient,6
110913,Dr_912,Oncology,Outpatient,9
110914,Dr_913,Oncology,Outpatient,13
110915,Dr_914,Pediatrics,Medicine,3
110916,Dr_915,General Medicine,Surgery,2
110917,Dr_916,Pediatrics,Medicine,9
110918,Dr_917,Pediatrics,Medicine,25
110919,Dr_918,General Medicine,Emergency,24
110920,Dr_919,Pediatrics,Surgery,7
110921,Dr_920,Cardiology,Surgery,28
110922,Dr_921,Cardiology,Diagnostics,15
110923,Dr_922,Cardiology,Diagnostics,21
110924,Dr_923,Pediatrics,Surgery,12
110925,Dr_924,Dermatology,Emergency,13
110926,Dr_925,Cardiology,Surgery,28
110927,Dr_926,Neurology,Surgery,33
110928,Dr_927,Oncology,Surgery,15
110929,Dr_928,Dermatology,Emergency,32
110930,Dr_929,Neurology,Surgery,12
110931,Dr_930,ENT,Diagnostics,15
110932,Dr_931,Orthopedics,Medicine,34
110933,Dr_932,ENT,Outpatient,20
110934,Dr_933,ENT,Surgery,9
110935,Dr_934,Pediatrics,Medicine,2
110936,Dr_935,Oncology,Outpatient,8
110937,Dr_936,Neurology,Emergency,12
110938,Dr_937,General Medicine,Surgery,13
110939,Dr_938,General Medicine,Emergency,2
110940,Dr_939,General Medicine,Emergency,6
110941,Dr_940,ENT,Medicine,3
110942,Dr_941,Dermatology,Outpatient,34
110943,Dr_942,Oncology,Outpatient,35
110944,Dr_943,General Medicine,Medicine,4
110945,Dr_944,ENT,Medicine,1
110946,Dr_945,Dermatology,Diagnostics,31
110947,Dr_946,Cardiology,Diagnostics,21
110948,Dr_947,Orthopedics,Diagnostics,14
110949,Dr_948,Dermatology,Surgery,13
110950,Dr_949,Dermatology,Surgery,30
110951,Dr_950,Oncology,Outpatient,27
110952,Dr_951,Orthopedics,Surgery,13
110953,Dr_952,General Medicine,Surgery,21
110954,Dr_953,Cardiology,Medicine,15
110955,Dr_954,Neurology,Diagnostics,33
110956,Dr_955,ENT,Diagnostics,29
110957,Dr_956,Cardiology,Medicine,4
110958,Dr_957,Cardiology,Medicine,8
110959,Dr_958,Pediatrics,Surgery,32
110960,Dr_959,Pediatrics,Emergency,24
110961,Dr_960,Dermatology,Emergency,3
110962,Dr_961,Oncology,Diagnostics,30
110963,Dr_962,General Medicine,Diagnostics,24
110964,Dr_963,ENT,Diagnostics,12
110965,Dr_964,Cardiology,Surgery,2
110966,Dr_965,Oncology,Emergency,31
110967,Dr_966,Oncology,Surgery,3
110968,Dr_967,Oncology,Diagnostics,14
110969,Dr_968,Neurology,Outpatient,27
110970,Dr_969,Neurology,Medicine,13
110971,Dr_970,Oncology,Diagnostics,18
110972,Dr_971,Dermatology,Diagnostics,14
110973,Dr_972,General Medicine,Diagnostics,23
110974,Dr_973,Oncology,Outpatient,29
110975,Dr_974,Orthopedics,Surgery,12
110976,Dr_975,Orthopedics,Surgery,21
110977,Dr_976,Dermatology,Diagnostics,25
110978,Dr_977,ENT,Surgery,10
110979,Dr_978,Pediatrics,Emergency,6
110980,Dr_979,ENT,Surgery,21
110981,Dr_980,General Medicine,Surgery,4
110982,Dr_981,Orthopedics,Medicine,26
110983,Dr_982,Cardiology,Outpatient,14
110984,Dr_983,General Medicine,Medicine,3
110985,Dr_984,General Medicine,Emergency,6
110986,Dr_985,Pediatrics,Outpatient,28
110987,Dr_986,ENT,Surgery,11
110988,Dr_987,General Medicine,Surgery,10
110989,Dr_988,ENT,Outpatient,21
110990,Dr_989,Pediatrics,Diagnostics,33
110991,Dr_990,Cardiology,Outpatient,10
110992,Dr_991,General Medicine,Diagnostics,31
110993,Dr_992,General Medicine,Surgery,29
110994,Dr_993,Dermatology,Emergency,25
110995,Dr_994,Dermatology,Diagnostics,23
110996,Dr_995,General Medicine,Diagnostics,18
110997,Dr_996,Dermatology,Outpatient,24
110998,Dr_997,ENT,Diagnostics,18
110999,Dr_998,Dermatology,Diagnostics,6
111000,Dr_999,Cardiology,Diagnostics,10
111001,Dr_1000,Pediatrics,Diagnostics,34
111002,Dr_1001,Orthopedics,Surgery,21
111003,Dr_1002,General Medicine,Surgery,6
111004,Dr_1003,Cardiology,Emergency,1
111005,Dr_1004,General Medicine,Surgery,20
111006,Dr_1005,Pediatrics,Diagnostics,12
111007,Dr_1006,Neurology,Emergency,19
111008,Dr_1007,Pediatrics,Emergency,24
111009,Dr_1008,Orthopedics,Outpatient,23
111010,Dr_1009,ENT,Emergency,13
111011,Dr_1010,Neurology,Surgery,32
111012,Dr_1011,Orthopedics,Emergency,30
111013,Dr_1012,Dermatology,Outpatient,32
111014,Dr_1013,Oncology,Medicine,34
111015,Dr_1014,Pediatrics,Medicine,32
111016,Dr_1015,General Medicine,Surgery,16
111017,Dr_1016,Orthopedics,Medicine,6
111018,Dr_1017,General Medicine,Emergency,15
111019,Dr_1018,ENT,Surgery,10
111020,Dr_1019,Pediatrics,Emergency,28
111021,Dr_1020,Oncology,Outpatient,19
111022,Dr_1021,General Medicine,Diagnostics,13
111023,Dr_1022,Oncology,Outpatient,7
111024,Dr_1023,Orthopedics,Outpatient,2
111025,Dr_1024,Cardiology,Diagnostics,27
111026,Dr_1025,General Medicine,Emergency,8
111027,Dr_1026,Dermatology,Medicine,6
111028,Dr_1027,Neurology,Outpatient,17
111029,Dr_1028,General Medicine,Surgery,6
111030,Dr_1029,Oncology,Outpatient,26
111031,Dr_1030,Oncology,Medicine,12
111032,Dr_1031,ENT,Emergency,5
111033,Dr_1032,Orthopedics,Outpatient,10
111034,Dr_1033,General Medicine,Emergency,24
111035,Dr_1034,Dermatology,Outpatient,30
111036,Dr_1035,Oncology,Medicine,13
111037,Dr_1036,Oncology,Surgery,26
111038,Dr_1037,Cardiology,Diagnostics,19
111039,Dr_1038,Pediatrics,Medicine,26
111040,Dr_1039,Cardiology,Emergency,6
111041,Dr_1040,Neurology,Medicine,25
111042,Dr_1041,General Medicine,Surgery,30
111043,Dr_1042,Neurology,Surgery,34
111044,Dr_1043,Cardiology,Diagnostics,27
111045,Dr_1044,Orthopedics,Outpatient,21
111046,Dr_1045,Dermatology,Surgery,9
111047,Dr_1046,Dermatology,Emergency,28
111048,Dr_1047,Pediatrics,Surgery,34
111049,Dr_1048,Oncology,Emergency,26
111050,Dr_1049,Neurology,Emergency,11
111051,Dr_1050,Neurology,Surgery,25
111052,Dr_1051,General Medicine,Outpatient,20
111053,Dr_1052,Oncology,Outpatient,5
111054,Dr_1053,Neurology,Emergency,21
111055,Dr_1054,Dermatology,Medicine,13
111056,Dr_1055,Dermatology,Emergency,3
111057,Dr_1056,Cardiology,Medicine,8
111058,Dr_1057,Oncology,Outpatient,29
111059,Dr_1058,Pediatrics,Outpatient,3
111060,Dr_1059,Orthopedics,Medicine,22
111061,Dr_1060,Orthopedics,Outpatient,23
111062,Dr_1061,ENT,Outpatient,33
111063,Dr_1062,ENT,Surgery,14
111064,Dr_1063,General Medicine,Emergency,4
111065,Dr_1064,Dermatology,Outpatient,27
111066,Dr_1065,General Medicine,Medicine,8
111067,Dr_1066,Dermatology,Emergency,9
111068,Dr_1067,Cardiology,Outpatient,1
111069,Dr_1068,Neurology,Medicine,28
111070,Dr_1069,Neurology,Medicine,17
111071,Dr_1070,Dermatology,Diagnostics,10
111072,Dr_1071,Cardiology,Surgery,35
111073,Dr_1072,Oncology,Outpatient,17
111074,Dr_1073,Oncology,Outpatient,22
111075,Dr_1074,ENT,Emergency,2
111076,Dr_1075,Oncology,Emergency,22
111077,Dr_1076,General Medicine,Medicine,16
111078,Dr_1077,Pediatrics,Medicine,16
111079,Dr_1078,Cardiology,Emergency,13
111080,Dr_1079,Pediatrics,Surgery,11
111081,Dr_1080,Cardiology,Outpatient,14
111082,Dr_1081,ENT,Outpatient,8
111083,Dr_1082,Cardiology,Emergency,10
111084,Dr_1083,Dermatology,Surgery,9
111085,Dr_1084,Pediatrics,Outpatient,22
111086,Dr_1085,Orthopedics,Outpatient,32
111087,Dr_1086,Cardiology,Emergency,32
111088,Dr_1087,ENT,Medicine,27
111089,Dr_1088,Cardiology,Surgery,14
111090,Dr_1089,ENT,Diagnostics,4
111091,Dr_1090,Oncology,Diagnostics,32
111092,Dr_1091,Dermatology,Emergency,8
111093,Dr_1092,ENT,Outpatient,26
111094,Dr_1093,Neurology,Surgery,2
111095,Dr_1094,Oncology,Medicine,27
111096,Dr_1095,General Medicine,Medicine,16
111097,Dr_1096,ENT,Medicine,11
111098,Dr_1097,Neurology,Diagnostics,30
111099,Dr_1098,Neurology,Outpatient,28
111100,Dr_1099,Dermatology,Outpatient,23
111101,Dr_1100,Cardiology,Surgery,20
111102,Dr_1101,ENT,Outpatient,23
111103,Dr_1102,Orthopedics,Emergency,7
111104,Dr_1103,Orthopedics,Diagnostics,18
111105,Dr_1104,Neurology,Outpatient,31
111106,Dr_1105,Cardiology,Emergency,23
111107,Dr_1106,Oncology,Emergency,16
111108,Dr_1107,Dermatology,Medicine,20
111109,Dr_1108,ENT,Outpatient,24
111110,Dr_1109,ENT,Outpatient,24
111111,Dr_1110,Orthopedics,Diagnostics,14
111112,Dr_1111,Oncology,Diagnostics,27
111113,Dr_1112,Neurology,Diagnostics,14
111114,Dr_1113,Dermatology,Surgery,7
111115,Dr_1114,Cardiology,Surgery,32
111116,Dr_1115,Cardiology,Medicine,28
111117,Dr_1116,Dermatology,Outpatient,4
111118,Dr_1117,Oncology,Medicine,14
111119,Dr_1118,General Medicine,Emergency,8
111120,Dr_1119,General Medicine,Surgery,30
111121,Dr_1120,Cardiology,Surgery,9
111122,Dr_1121,Cardiology,Surgery,26
111123,Dr_1122,General Medicine,Surgery,7
111124,Dr_1123,Oncology,Surgery,14
111125,Dr_1124,Orthopedics,Emergency,13
111126,Dr_1125,General Medicine,Surgery,26
111127,Dr_1126,Neurology,Emergency,13
111128,Dr_1127,ENT,Medicine,16
111129,Dr_1128,Neurology,Outpatient,4
111130,Dr_1129,Pediatrics,Emergency,15
111131,Dr_1130,Cardiology,Surgery,8
111132,Dr_1131,Dermatology,Emergency,30
111133,Dr_1132,Orthopedics,Emergency,6
111134,Dr_1133,Pediatrics,Surgery,15
111135,Dr_1134,Oncology,Outpatient,10
111136,Dr_1135,Pediatrics,Medicine,31
111137,Dr_1136,Dermatology,Medicine,10
111138,Dr_1137,General Medicine,Diagnostics,14
111139,Dr_1138,ENT,Surgery,35
111140,Dr_1139,General Medicine,Surgery,32
111141,Dr_1140,Neurology,Medicine,15
111142,Dr_1141,Neurology,Medicine,11
111143,Dr_1142,Pediatrics,Medicine,24
111144,Dr_1143,Cardiology,Surgery,19
111145,Dr_1144,General Medicine,Surgery,17
111146,Dr_1145,Orthopedics,Outpatient,23
111147,Dr_1146,ENT,Medicine,29
111148,Dr_1147,Cardiology,Surgery,29
111149,Dr_1148,ENT,Surgery,26
111150,Dr_1149,Orthopedics,Diagnostics,6
111151,Dr_1150,Orthopedics,Diagnostics,8
111152,Dr_1151,Pediatrics,Medicine,25
111153,Dr_1152,General Medicine,Diagnostics,15
111154,Dr_1153,Cardiology,Outpatient,23
111155,Dr_1154,Dermatology,Outpatient,32
111156,Dr_1155,Orthopedics,Surgery,20
111157,Dr_1156,General Medicine,Diagnostics,1
111158,Dr_1157,Cardiology,Medicine,7
111159,Dr_1158,General Medicine,Outpatient,34
111160,Dr_1159,Oncology,Emergency,13
111161,Dr_1160,Orthopedics,Medicine,18
111162,Dr_1161,Dermatology,Diagnostics,14
111163,Dr_1162,Dermatology,Diagnostics,26
111164,Dr_1163,Oncology,Outpatient,32
111165,Dr_1164,Neurology,Emergency,11
111166,Dr_1165,Oncology,Emergency,26
111167,Dr_1166,ENT,Emergency,14
111168,Dr_1167,General Medicine,Medicine,11
